Video_Title,Video_ID,User_Name,Comment_Content,Published_Date,SentimentScore,PositiveWords,NegativeWords,AgreeableWords,NeutralRaceWords,WhiteSlurWords,BlackSlurWords,HispanicSlurWords,GeneralSlurs
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,TheGirard4,Wow  Been married to a black woman for 18 years now  been with her for 20 .  Nothing in this video really applies to our relationship at all. Guess I  was just brought up differently than some folks in other parts of the  country. This just made me more Thankful for that    ,2012-01-22,1,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Mr Montaro,Race mixing   Is like flushing your heritage down the toilet     ,2012-01-22,1,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,jonw1998,things black women to say us white men do you have money    ,2012-01-22,1,0,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Milo Paul,I want to have an interracial relationship. I know I m pretty young  but  seeing these comments on the video and interaccial negativity kind of  scares me to go for my interests. I m not saying that I want to date a  particular race  but everywhere I see comments saying  keep dreaming a         man would never go on a date with you  or  never would I go near a  black woman  even if it meant my life  . I think it s racist and it even  hurts. It brings my hopes down. I don t know about dating anyone now.    ,2012-01-22,1,0,1,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Matt Nathaniel,Noone says these things in person lol no way   ,2012-01-22,1,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,khol shaw,If Black Women Said The Stuff White Men Say  http   youtu.be rZucsDVmVhE  Hilarious  Sadly  I ve head them all    ,2012-01-22,1,1,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Jenna Blue,This  if blank said the stuff blank people say  series in general is just  stupid tbh   ,2012-01-22,1,0,0,0,0,0,0,0,1
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,CatMoca,Is the woman in the picnic scenes the one from the those videos about a  petite girl dating this guy who has it together    ,2012-01-22,1,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Marley Mescudi,Quinta is hilarious.   ,2012-01-22,1,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Victor Martines,So the truth comes out  Crystal Michelle lmao       If Black Women Said The Stuff White Men Say  http   youtu.be rZucsDVmVhE   ,2012-01-22,1,1,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,aspen mansfield, How is your hair so long if you re black  Aren t black people supposed to  have short afros. Are you wearing extension  I mean a weave. Thats what you  guys call it right    First of all black people come with a variety of hair texture  lengths and  colors. Just like white people can have curly  straight  or wavy hair. I  have curly hair. Not a nappy afro. And it my hair is straight and longer  the next day  its because i used this thing called a flat iron which  straightens your hair. You white folks probably have one sitting under your  bathroom sink at home.    ,2012-01-22,1,0,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Rejected Taco,I am offended by this video because it is shit. Not because it s racist.    ,2012-01-22,1,0,2,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Consolized,Must be a dumb American thing.   ,2012-01-22,1,0,1,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,ThatOne EngiGuy,She s really pretty.   ,2012-01-22,1,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Weeping Angel,pancake butt  xD   ,2012-01-22,1,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Tatiana Le, like that nice flat pancake butt you got there    ,2012-01-22,1,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,bratzatak,I cant stop laughing   Them sexy skinny ass lips you got    ,2012-01-22,1,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,TACHIISTHEBEST,I like this video because people actually say and think these things. It s  a problem. And as soon as you call people out on it  it s racism...calm  down white people  we still love you.    ,2012-01-22,1,1,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,joshua hand, if white men said the stuff black women say  would be interesting   too...i ve never met this white man  hes only 25 so he s never had slaves   or lived in a time when it was socially acceptable to mistreat me or other  blacks  statistically none of his ancestors owned slaves  he probably  himself  again statistically  is not in the 1  of rich assholes. MEH  he s  the devil and I hate him nonetheless.  probable use the word ax often  as well   ,2012-01-22,1,0,0,0,2,0,1,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,StarlightDreamer23,I m sorry but acting like racial issues don t exist IS THE PROBLEM. Many  get upset when people bring up stereotypes  racism  and other issues. We  need to talk about this instead of telling everyone and their mother to  hush up. Damn.    ,2012-01-22,1,0,1,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Winnie Injida,  I don t like this video even though it s meant to be  funny  ....and no I  am not a white guy  I am a black woman  since my skin color might be that  important to u ....when will us as Americans move forward  When will we  stop grouping and stereotyping ourselves  It is time for us to move forward  as a people...lets us not hang ourselves with the ropes of our  fathers...this issue of skin color is rather ridiculous.  Funny  videos  like these just fuel racism....when will we stop talking about superficial  stuff like this and look more deeper...that change starts from u and  me....this is meant to be  funny  but when u look at it closely  it is  rather heartbreaking....we need to grow up as a people....enough said   ,2012-01-22,1,1,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,ratelslangen,Soo  can someone tell me which of these questions are racist  To me they  seem like pretty good questions and seduction tactics.   ,2012-01-22,1,0,1,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,rosie roseberry,white people have such skinny lips beause they spend so much time keeping  their mouths shut. like momma said keep doing it and your face is gonna  stay that way   ,2012-01-22,1,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Caleb Greenwood,I love how black women and everyone thinks every white guy treats black  women the same as others. I respect black women like I respect any other  girl of any race   ,2012-01-22,1,1,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,TheMc1436,Finally  Something to appease the people who say buzzfeed never do a  If  Black people did the things that white people do.  Getting so tired of  seeing that comment   ,2012-01-22,1,0,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Gryphon Word,prairie fever usually refers to the black plague from prairie dogs     ,2012-01-22,1,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,MysticalGeek,Crackers are food they shouldn t be an insult         they are also tasty with butter cheese and Sardines   ,2012-01-22,1,0,0,0,0,1,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Taeyi Kang,This video was racist  I can t believe you guys even decided to make this  video an idea of yours  This was absolutely repulsive in my eyes  being a  proud Asian immigrant in the United States. I understand and empathize with  all descendants of Jeebus out there  because they had it hard like we did   Since they understand us  shouldn t we do the same  Slavery was a major  issue  especially after I learned about it in my Advanced Placement United  States History class  My teacher is pretty cute  by the way  so thanks to  you too  Mr. Reed  But Buzzfeed  please make better ideas than these  I m  very disappointed in this production  and expect better ideas in the  future  2 10.   ,2012-01-22,1,0,1,1,0,0,1,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Vincent Cronin,lol so if i say i like her thick lips or i like her body its racist  WTF   those things are compliments   Way to turn compliments into insults   and  all buzzfeed is doing is promoting stereotypes about white men   I WOULD  NEVER SAY THESE THINGS TO A BLACK WOMAN  I HAVE THICK LIPS AND I ALSO HAVE  A JUICY ASS LOL   ,2012-01-22,1,1,2,0,2,1,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Tyler Davis,This is my black girlfriend in a nutshell....I love it....and her      ,2012-01-22,1,1,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Sarah Hinton,black women   live in a world where they re not even considered human. any  emotion is twisted into anger and they get called dumb. get excluded in  conversations about feminism from white women and racism by black men.  constantly get over sexualized in the media or desexualized. considered  inherently dark and sexual  Lol white boys am I right   you guys  SEE YOU ARE WHAT S KEEPING RACISM ALIVE  AREN T WE ALL HUMAN    ,2012-01-22,1,1,1,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,rashon riley,Fucking joke you losers get a fucking life    ,2012-01-22,1,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Liefregenboogmeisje,Very funny and educational.   ,2012-01-22,1,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Fikunayo Iluyomade,1. you know it s amazing how certain things become offensive when the  tables are turned. No one is asking why these men would talk to black women  in this manner  but its not okay to turn it around  that s fucked up you  know 2. how is it that it becomes racist when these same questions are directed  at white men    ,2012-01-23,1,1,1,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,lordblazer,Wow white people complaining again. Dude black people get asked some of the  most dumbest and insensitive questions in the world by WHITE PEOPLE.  IWAs  at a party once in Virginia and some white guy decided to ask me  Hey dude   are you like the black guy that lives here    MY response    No I live in  DC to be specific I live in Petworth off of Georgia Ave.    White dude   oh  I m so sorry dude for being racist  look just take the 12 pack beers.   I  Actually did take those beers  P   ,2012-01-23,1,0,2,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Vince Klortho,These girls could say this stuff to me all day long  Prairie Fever LOL .  That woman in yellow is especially gorgeous    ,2012-01-23,1,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Gioia Nim, YEAH BRO   POWER PLAY  im laughing idk why   ,2012-01-23,1,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Brittany Berry,Hilarious vid    Buzzfeed you guys are hilarious       Classic lines   Would any white women be upset if you date a black woman    You should only use the word cracker when you re adding cheese to it.    ,2012-01-23,1,1,0,0,2,1,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Marley O'Malley,OMG SO TRUE  how do they hit the mark on this every time lololololol   ,2012-01-23,1,2,0,1,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Melanie V,Prairie fever    ,2012-01-23,1,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Rachel Libman, Prairie Fever  hahaha    ,2012-01-23,1,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Zuno Bear,Guys is a joke. Get over yourselves.    ,2012-01-23,1,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,ObamaShouldEatPants,I keep it safe  i don t date black girls    ,2012-01-23,1,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,APOKOLYPES,lol   Prarie Fever    ,2012-01-23,1,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,JollyJellyBeansXD,I hate how peaople group ethother with lower quality or higher by skin  color.    This video  not entertaining        ,2012-01-23,1,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Spencer Gilbody,Lol why everybody getting all emotional n offended n shit   I thought this  was really cute actually lol xp   ,2012-01-23,1,1,1,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Sweet Dee,This happens at my job alot but its funny   ,2012-01-23,1,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,chilewith carnage,Lmao I love this  everything in this is true   ,2012-01-23,1,3,0,1,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Katie Baby,Very funny  it s not what white men say  it s what white men that are  assholes say    ,2012-01-23,1,1,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Revereche,Lots of butthurt white people in comments today   ,2012-01-23,1,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Synthea Hairston,So many butt hurt comments   Just because the joke is on you doesn t mean  it s not a JOKE. It s hilariously truthful. Take some time to get over  yourself  If it was the other way around  other ethnicities would be called   sensitive  and told to get over racism.    ,2012-01-23,0.875,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,LuckyGuu,1 00  nice flat pancake butt     have you seen the pancake breasts on  skinny black women   and sup with the WIGS  like 89  of black women are  sportin  da WIGS   ,2012-01-23,0.875,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,tj Tanner,Not all white people have flat pan cakes. I ve seen white guys with bubble  butts before and I m black.   ,2012-01-23,0.875,0,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Damiemdude,Whenever i go on buzzfeed yellow all i see i hatred. The comment section is  always filled with white on black or black on white racism and homophobia  and heterophobia and sexism toward both sexes. I don t understand ...   ,2012-01-23,0.875,0,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Seth Williams,I actually find this attention cute  so yeah.   ,2012-01-23,0.875,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Rebekah Loves,Does this really happen  This is terrible  I know it sounds stupid  but I  dont exactly pay attention to race. I mean unless I m describing somebody  like  yeah she s hispanic with big brown eyes and great smile  blah blah  blah. But this is so ridiculous   ,2012-01-23,0.875,0,1,1,2,0,0,0,1
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Andrew Stamile,I agree I might of said some dumb things when 1st dating but not to that  extent.    ,2012-01-23,0.875,0,1,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Stasha R.,I have totally said 2 or 3 of these to my boyfriend lol...    ,2012-01-23,0.875,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Review Guy,  yeah bro... power playy   hahahahha omg this was so funny    ,2012-01-23,0.875,2,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Ruby Kaufmann,Ok I m white but  gasp  I m not offended by these types of videos because I  know how privileged my race is and that  racism against whites  isn t a  thing.  Stop getting all butthurt when white people aren t treated like  they usually are.   ,2012-01-23,0.875,0,1,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Neenah Simone,The worst is  you re pretty  you know  for a black girl and all  wtf is that supposed to mean    ,2012-01-23,0.875,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Corey Johnson,If you re into swirl  which I find dumb because ppl should look beyond  color and not prefer a race over some dumb stereotype  you re part of the  problem. If a person of any opposite race asks you dumb racist stuff such  as the dumb things said in this video which clearly is humored sarcasm   then you deserve the swirly trash you seek. Have a curiosity for soul and  not color. It s childish and stupid    ,2012-01-23,0.875,0,3,0,0,0,0,0,1
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,livinghappyisachoice,Prairie fever was the best one xD   ,2012-01-23,0.875,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,jonny tonny, Prized Opinion you said your girlfriend is not white and she says stuff  like this...so  stop misleading your dating a non white  not a black girl.    Unsure as to why you think stuff like this is only said to black people    no one is saying that  listen to the video asshole.   ,2012-01-23,0.875,0,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Ryan Perrin,I m afraid that I m part of a very small number of white people that  enjoyed this video.  I find white stereotype jokes more enjoyable than  other minorities.  Sometimes it is funny because I can relate to it   sometimes because it is obscenely invalid  and other times the jokes make  me wonder if we are viewed the way that we are portrayed in the joke.   ,2012-01-23,0.875,1,1,2,1,0,0,0,1
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Jamillah Shabazz,I thought this was cute. People don t have a sense of humor sometimes.   ,2012-01-23,0.875,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Mandolin Nguyen,Lmao  flat pancake butt     ,2012-01-23,0.875,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Hybrid2250,Prairie fever XD   ,2012-01-23,0.875,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,bigfootstewie,Some of these I ve heard black people say. A lot actually. Some sounded  completely normal.   ,2012-01-23,0.875,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Sydney Sage,why did i click on this video  i knew it was a bad idea.   ,2012-01-23,0.875,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Carla-Mafumi Grigley,quinta is magic   ,2012-01-23,0.875,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,UncleFred34,I m a White man.  I thought this video was hilarious.  But mark my words   no buzzfeed video will ever rob me of my love for Black Girl booty.   ,2012-01-23,0.875,2,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Taona Bosslady,I ve been on dates or just talking to guys and they ll say these things. I  always wonder what it is they think I am supposed to respond. I give them  the benefit of the doubt that they are trying to reassure me that they do  find me attractive but at the same time why would I not believe I m  attractive when they ve asked me on a date. Actually I m attractive full  stop.lol  The point of the video is to flip the roles so those who say these things  hear these things said to them and hopefully pick up just how cringe worthy  it is to hear it. Even to say it  they cringe saying it. Stop saying it.   ,2012-01-23,0.875,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Ami Okoruen,Im Bajan too  Go Barbados     ,2012-01-23,0.875,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Conrad Patrie,Just guessing  but you dated one white guy. and then judged all white men  based on your experience with him  right    ,2012-01-23,0.875,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,G Nauck,Whiiiiiiiiiite people BAAAAAAAAAAAAAAAAAD   Everyone else GOOOOOOOOOOOOOOOOD    That sums up their videos on race right     Bigots   ,2012-01-23,0.875,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Mika Do,If Black Women Said The Stuff White Men Say   http   youtu.be rZucsDVmVhE   ,2012-01-23,0.875,0,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Nayara Coca,OMG are men really that racists and sexists    ,2012-01-23,0.875,0,1,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Aunesty Jones,It annoys me when people are saying why they are specifically saying white  people. I have never had any other race say anything racist to me honestly   usually they have all been white. Even though this is my personal  experience  maybe someone has gone through something similar with a  different race. I go to a predominately white school and I swear when they  see a black person they act like it s a rare species. I m not saying all  white people are like this but I haven t had this issue with any other  race. Over all you all need to calm the hell down. It s comedic and not  meant to be offensive but you all MAKE it offensive. Stop making everything  so damn negative and watch the video and be able joke around in the  comments instead of 24 hour bitching over race and minorities. If you have  an issue with these videos then simple DON T WATCH THEM. Or try to contact  the channel and do something about it because the comments aren t working  out as you can tell.   ,2012-01-23,0.875,0,1,0,2,0,0,0,1
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,blehh nahh,People are so sensitive  Im a white male  I thought this was just funny.    ,2012-01-23,0.875,1,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Mark Lance,here is the honest truth  making fun of white people is just funnier   ,2012-01-23,0.875,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,AnimeObsession3000,It s just funny because you think they re making this stuff up  but they  aren t  I ve heard so many of these lines  only reversed. And oh my god   that last line at the end killed me. XD   ,2012-01-23,0.875,2,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Angela Nakiyingi,Skinny white lips lmaooo                        ,2012-01-23,0.875,1,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,COUGHCOOL23,So I should just avoid black people all together  Noted.   ,2012-01-23,0.875,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,CapiTen10,Another lame video attempting to demonize white guys.   ,2012-01-23,0.875,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Amanda Peter,flat pancake butt.............. lol   ,2012-01-23,0.875,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Love Dump,Funny    ,2012-01-23,0.875,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,socal191986,I ve gotten  I ve never been with a Black girl before    But you re not  like other Black girls  you know...all...you know... speaks really low   ghetto  but that s about it. I live in San Diego so it s a liiiiiiiiiittle  different. I ve dated Caucasian men and to me  men are men. There are a few  who are curious and mean no harm  but there are those speckles of little  assholes who act like jerks but other than that  not a truly bad  experience.   ,2012-01-23,0.875,0,0,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Courtney Baxter, Prairie Fever  lmbo   ,2012-01-23,0.875,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Nicole Puranda,This is hilarious and so true. if you are a black girl that got hit on by a  white guy  you have heard all of this..lmao   ,2012-01-23,0.875,3,0,1,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Zen Livingston,Oh. My. Gosh. BRILLIANT   Sexy skinny ass lips  and  Prairie Fever  took me  out the game      ,2012-01-23,0.875,0,0,1,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Visible noise productions,As a white guy  I ve heard some other white guys say dick things  but the  worst things I ever hear are actually how minorities talk about white  guys.    ,2012-01-23,0.875,0,0,0,1,0,0,0,1
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,jaredglasgow3,where is buzzfeed  in the south  Because I never hear any of the crap they  say  white people  say. Buzzfeed needs to stop singling out white people  when theyre not the only race that can be racist.   ,2012-01-23,0.875,0,1,0,1,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Robyn Wade,dem sexy skinny ass lips you got    hahahaa   ,2012-01-23,0.875,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,ZombieBrainism,Could you imagine if they did a if White men said The Stuff Black men say   i could imagine it now  Hey  what up my ni..... oh wait White Men are not  allowed to say the same stuff Black Men say.   ,2012-01-23,0.875,0,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Mani, YEAH BRO   POWER PLAY  LMFAO HAHAHAHAHA   ,2012-01-23,0.875,2,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,mangarocker,lol at all the butthurt white kids.  I ve had to deal with this kinda stuff since the day I was born but now  that the internet wants to dole some of it back  you guys you want to have  a bitch fit  LMAO I m going to say to you what 99  of white people have  said to me whenever I bring up the fact that their racist comments bother  me    ahem    Get over it.   It s just a joke.   OMG get a sense of humor.   Now please understand that while this may be a satire or a joke  it s based  off of real shit that people really say  and the reverse of this video  would basically be...like what  3 seconds long   So instead of bitching on  the interwebs  you could maybe stop to think if you ve actually said any of  this shit  or the stuff from the other videos  to people in a minority and  perhaps you could think about...I don t know...stopping it if you do  Kthx   ,2012-01-23,0.875,2,1,0,1,0,0,0,1
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Paul Borham,Yea bro   Power play    ,2012-01-23,0.875,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Speak Datruth13,It takes a black man to create black women. Black women hate being black so  they love the idea of having a white man s baby and breeding the black out  of their genes. So it s to be expected that droves of black women will be  in the comment section jumping up and down at the thought of being with  their slave master.   ,2012-01-23,0.875,1,0,0,2,0,1,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Gannon Benson,Buzzfeed is sampling the worst examples in populations. None of my friends  would say any of this. You d have to be pretty obnoxious to even remotely  consider saying these sorts of things to people with different racial  backgrounds. But then I guess some people have no filter.   ,2012-01-23,0.875,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Diana Prince,This is EXACTLY how it is every time I date a white guy  OMG  guys just  stop trying to be  black . I dated you for you so be yourself. Yikes.   ,2012-01-23,0.875,0,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Robert J. Williamson,I m in a mixed heritage marriage and we have spoken about the fact that  mixed heritage kids can be beautiful and that it is good genetically to  mix. If you are entering into a mixed heritage marriage and you do not talk  about your children and the trial  they will face you are idiotic. Mixed  children can and do get abuse from both whites and blacks  you need to  consider moving to a place with a diverse population so they get as little  harassment as possible. So I see nothing wrong with talking about your  planned mixed children in a committed relationship. Another point in this  is if they think  white girls would be upset that they were dating.  Any  man who has dated a black girl or a black man who has dated a white women  will know you will have to be careful as there are people who will kill you  for it. I received a death threat saying the Bible says not to mix and that  they would stand on my wife s neck in a jackboot and shoot her in the head  before pushing her an me in a pit. So if you do not discuss the safety  issues of being a mixed heritage couple you are stupid or naive.    ,2012-01-23,0.875,0,0,0,2,0,0,0,1
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Rowan Charlton,I ve always thought there are a lot more attractive black women of all ages  out there than white.    ,2012-01-23,0.875,0,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,blognewb, Legend Hidde Sorry about my last comment  Legend. I assumed you had a job.  LOLOLOLOL. Cry about it to mommy awwww    ,2012-01-23,0.875,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Bryiana Williams,M boyfruend never talks like this. Lol it did make us laugh though   ,2012-01-23,0.875,1,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,future4you,This is like a double hypothetical. 1  White guys don t flirt with black  girls so they really don t say anything to black girls.   2  Black girls in this video are fabricating the things they wish white  guys said to them just so they could insult them.    ,2012-01-23,0.875,0,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,ashleyhasOJD, Them sexy  skinny ass lips you got.  I m literally dying right now.    ,2012-01-23,0.875,0,0,0,0,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Jayme Stephens,Ok now do one  If white girls said the things black men say.  There are men  of all races who think if they date a woman of another race that we re  somehow a trophy for them.  Liking someone solely because of their race  makes you as big of a jerk as NOT dating someone because of their skin.   ,2012-01-23,0.875,0,0,0,2,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Micey Mice,I was called a beaner when walking to my job... I don t even look mexican. I am half black  but I look like a white guy  with short  not curly  hair. It looks straight like harry potter s step  brother s hair  just a little wavy and not mexican looking.  But what made them think I was hispanic  I have a mustache I don t shave   it doesn t grow but I don t shave it.  And I was called a beaner by some white teenager young adults driving an  suv. Like wtf...really  How do you call out a racial slur in public  and  not know 100  what race the target of that slur is...smh.  Now if they called me the N word  in that area  they d have been dead  before they could get out of the neighborhood. Considering the neighborhood  I live in is predominately black  and there is a LOT of gun violence  around. Calling me a beaner was wayyyy off.   ,2012-01-23,0.875,0,0,0,3,0,0,0,0
If Black Women Said The Stuff White Men Say,rZucsDVmVhE,Luke jethro trill,LMFGAOOAOAOOAOAOAOOAOA YEA BRO POWER PLAY AHAHAHAHAHHAHAAH IM DONE   ,2012-01-23,0.875,1,0,0,0,0,0,0,0
